farmer_code,farmer_gender,farmer_age,farmer_experience,farmer_house_ownership_status,farmer_job_status,farmer_dependents,farmer_marital_status,farmer_other_job_status,farmer_other_job_type,farmer_financial_loan_history,farmer_financial_loan_performance,farmer_financial_monthly_income,farmer_insurance_status,farmer_savings_status,farmer_field_irrigation,farmer_field_range_to_water,farmer_planting_phase,farmer_planting_season,farming_frequency_in_year,farmer_seeds_certificate,farmer_seeds_type,farmer_seeds_variety,farmer_field_tiles,farmer_field_owned_area,farmer_field_proposed_area,proposed_field_size_ratio,farmer_field_ph,historical_harvest,farmer_last_year_harvest,farmer_last_year_expense,farmer_farming_failure_history,farmer_planting_rotation,farmer_partnership_eratani_history,farmer_credit_score,farmer_total_loan,farmer_repayment_status,farmer_count
PTN-9699,Female,60,30,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"3,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,3,Tidak bersertifikat,Padi Unggul/Inbrida,Logawa Premium,6,0.5,0.5,100,6,"6,000",,"5,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,60,"4,202,866",Lunas,3
PTN-9700,Male,58,27,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"6,200,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,180,Masih Persiapan,Musim kemarau,3,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,7,1,1,100,6,"6,500",,"11,500,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,56,"8,395,616",Lunas,1
PTN-9702,Male,59,26,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"3,700,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,120,Masih Persiapan,Musim kemarau,3,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,4,0.5,0.5,100,5,"3,200",,"5,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,59,"4,197,808",Lunas,1
PTN-9675,Male,45,19,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"5,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,20,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,21,2,2,100,5,"6,000",,"40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,74,"23,593,840",Lunas,2
PTN-9675,Male,45,19,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"5,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,20,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,21,2,2,100,5,"6,000",,"40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,74,"23,614,309",Outstanding,2
PTN-9672,Male,57,16,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,10,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,10,1,1,100,5,"6,000",,"20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,68,"11,796,920",Lunas,1
PTN-9657,Male,36,10,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"3,300,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Tadah hujan,150,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,7,0.5,0.5,100,6,"5,200",,"5,800,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,62,"5,967,423",Lunas,1
PTN-9688,Female,55,30,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"4,200,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,150,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,10,4,1,25,5,"5,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,66,"10,752,458",Lunas,1
PTN-9708,Male,41,8,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Purna Waktu",Lainnya,Ada,Lancar atau Lunas,"4,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim kemarau,3,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,MR 219,13,1,1,100,6,"6,000",,"9,500,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,58,"11,458,351",Lunas,3
PTN-9673,Female,56,12,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,,Menikah,Tidak Ada,,Tidak Ada,,"5,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,20,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,23,2,2,100,5,"6,000",,"40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,70,"11,796,920",Lunas,1
PTN-9652,Male,57,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,20,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,22,2,2,100,5,"7,000",,"40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,72,"23,593,840",Lunas,1
PTN-9684,Male,30,7,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"4,800,000",Tidak memiliki asuransi apapun,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,200,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,9,0.6,0.5,83.33,5,"4,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"5,723,939",Lunas,2
PTN-9682,Female,37,10,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,3,Belum Menikah,"Ada, Wiraswasta",,Tidak Ada,,"4,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,300,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,10,0.9,1,111.11,5,"4,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,60,"5,723,939",Lunas,1
PTN-9681,Male,58,32,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,Tidak Ada,Lainnya,Tidak Ada,,"4,500,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,200,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,13,1.5,1,66.67,5,"4,500",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,64,"10,752,458",Lunas,1
PTN-9680,Male,51,20,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,9,2,2,100,5,"3,500",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,64,"5,723,939",Lunas,1
PTN-9679,Male,56,29,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",Lainnya,Tidak Ada,,"5,300,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,80,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,20,2,2,100,5,"5,000",,"20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"21,504,915",Lunas,1
PTN-9678,Male,58,31,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"4,300,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,200,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,12,0.82,1,121.95,5,"3,500",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,66,"5,723,939",Lunas,1
PTN-9650,Male,31,5,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"4,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,60,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,14,1,1,100,6,"6,000",,"12,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,68,"11,622,365",Lunas,2
PTN-9649,Female,45,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"4,800,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,80,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,7,2,2,100,6,"6,000",,"23,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,70,"6,122,225",Lunas,2
PTN-9644,Female,56,27,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"4,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,60,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,6,0.5,0.5,100,6,"5,700",,"6,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,66,"6,122,225",Lunas,2
PTN-9658,Male,50,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,5,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"3,300,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Tadah hujan,150,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,4,0.5,0.5,100,6,"5,300",,"5,800,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,61,"5,967,423",Lunas,1
PTN-9643,Male,50,19,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"4,800,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,60,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,9,1,1,100,6,"6,000",,"11,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,67,"6,122,225",Lunas,2
PTN-9636,Male,55,23,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"5,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,20,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,4,1,1,100,6,"5,800",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,67,"11,622,365",Lunas,2
PTN-9635,Male,60,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"3,500,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,8,1,1,100,6,"6,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,58,"12,438,077",Lunas,1
PTN-9633,Male,50,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"3,500,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,12,1.5,1.5,100,6,"6,000",,"15,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,59,"12,438,077",Lunas,1
PTN-9631,Male,42,17,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"3,500,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,17,2,2,100,6,"6,000",,"20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,74,"12,438,077",Lunas,1
PTN-9629,Male,48,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"3,500,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,8,1,1,100,6,"6,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,57,"12,438,077",Lunas,1
PTN-9628,Male,45,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"5,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,16,2,2,100,6,"6,000",,"20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,76,"12,438,077",Lunas,1
PTN-9627,Male,22,3,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,2,Belum Menikah,"Ada, Wiraswasta",,Tidak Ada,,"4,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,20,2,2,100,6,"6,000",,"20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,73,"6,580,025",Lunas,2
PTN-9626,Male,40,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Cerai Hidup,"Ada, Paruh Waktu",Karyawan Swasta,Tidak Ada,,"3,500,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,6,1,1,100,6,"6,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,58,"12,438,077",Lunas,1
PTN-9945,Female,49,18,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"3,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,18,2,2,100,6,"5,600",,"23,200,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,59,"24,281,538",Lunas,1
PTN-9946,Female,44,12,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"3,300,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,20,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,10,1,1,100,6,"5,700",,"11,600,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,70,"12,140,769",Lunas,1
PTN-9942,Male,35,10,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"3,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,20,2,2,100,6,"5,800",,"23,800,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,61,"24,281,538",Lunas,1
PTN-9941,Male,44,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"3,400,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,3,0.9,1,111.11,6,"5,700",,"11,700,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,57,"12,140,769",Lunas,1
PTN-9940,Male,54,17,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"3,800,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,70,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,11,1.8,1.5,83.33,6,"5,600",,"17,700,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,73,"18,293,339",Outstanding,1
PTN-9939,Male,59,20,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"3,400,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,6,1,1,100,6,"5,700",,"11,800,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,57,"12,140,769",Lunas,1
PTN-9622,Male,56,12,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"4,600,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,7,2,2,100,6,"6,000",,"12,100,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"23,905,094",Lunas,1
PTN-9621,Male,46,11,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"4,800,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,8,2,2,100,6,"6,000",,"12,200,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,61,"23,905,094",Lunas,1
PTN-9620,Female,43,8,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Cerai Hidup,Tidak Ada,,Tidak Ada,,"4,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,6,0.5,0.5,100,6,"5,500",,"11,800,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,58,"6,312,604",Lunas,1
PTN-9618,Female,45,8,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"4,200,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,5,0.8,1,125,6,"6,000",,"12,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,59,"11,952,547",Lunas,1
PTN-9617,Male,55,10,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"4,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,6,0.5,0.5,100,6,"5,800",,"12,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,55,"6,312,604",Lunas,1
PTN-9601,Male,35,5,Milik pihak ketiga,Penggarap dengan lahan sewa gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"3,800,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,7,0.8,1,125,6,"5,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,65,"4,958,882",Lunas,1
PTN-9610,Male,59,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,10,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,7,0.5,0.5,100,6,"6,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,58,"6,528,799",Lunas,1
PTN-9602,Female,53,9,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,,Menikah,Tidak Ada,,Tidak Ada,,"5,500,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,10,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,12,2,2,100,6,"6,000",,"40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,61,"12,342,328",Lunas,1
PTN-9604,Male,60,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,Tidak Ada,,Tidak Ada,,"5,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,2,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,6,0.5,0.5,100,6,"6,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,66,"6,528,799",Lunas,1
PTN-9609,Male,53,17,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"5,500,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,5,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,14,1.8,2,111.11,6,"6,000",,"40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,71,"18,871,126",Lunas,1
PTN-9616,Male,57,23,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"5,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,5,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,5,0.5,0.5,100,6,"6,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,65,"6,528,799",Lunas,1
PTN-9586,Male,47,17,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"3,100,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Tadah hujan,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,10,1.5,1.5,100,6,"5,300",,"11,800,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,63,"17,737,896",Lunas,1
